id,name,city,zipcode,membersCount,lat,lng
1572,En marche Côte d'Opale,Guînes,62340,2,50.8698,1.87214
1573,Noisy-le-Grand - Nord,Noisy-le-Grand,93160,22,48.8477,2.53126
1575,Saint-Ismier,Saint-Ismier,38330,18,45.2433,5.82147
1576,Risle-Charentonne En Marche,Saint-Aubin-le-Guichard,27410,8,49.0389,0.704656
1577,Guilde du Tursan,Larriviere Saint Savin,40270,2,43.7447,-0.418419
1579,NICE Prom',Nice,06000,85,43.6962,7.25487
1580,En marche,Marseille 08,13008,18,43.2529,5.3845
1582,Nantes Procé-Dervallières-Zola,Nantes,44100,34,47.2228,-1.58607
1583,Rouen Jouvenet,Rouen,76000,2,49.4516,1.10434
1584,LILLE-HELLEMMES,HELLEMMES-LILLE,59260,12,50.6255,3.11369
1585,Comité de la Drome des collines,Hauterives,26390,1,48.7095,1.42957
1586,Meyzieu En Marche,Meyzieu,69330,17,45.7709,5.00352
1587,Réflexion sur la transition écologique,Vincennes,94300,6,48.8505,2.44474
1588,En marche - Lyon 6,Lyon 06,69006,1,45.7742,4.84359
1589,St Genis est en marche !,Saint-Genis-Laval,69230,8,45.7029,4.79231
1590,BOUTONNET,Montpellier,34090,16,43.6196,3.86568
1591,En marche à Vic la Gardiole,Vic la Gardiole,34110,6,43.4836,3.79448
1592,En Marche! Strasbourg-67100,Strasbourg,67100,14,48.5436,7.75872
1593,EMM,Montgeron,91230,2,48.6939,2.44939
1594,Gonneville,gONNEVILLE LA MALLET ,76280,2,49.6391,0.214174
1595,Clermont de l'Oise,Clermont de l'Oise,60600,19,49.3767,2.41391
1596,ALENCON EN MARCHE,ALENÇON ,61000 ,19,48.4376,0.10971
1598,En Marche Ouest Angoumois,Fléac,16730,12,45.6814,0.0973665
1600,Eragny en marche,Eragny sur oise,95610,1,49.5009,1.99756
1601,En Marche Tourcoing,Tourcoing,59200,5,50.7262,3.15558
1602,Clermont de l´Oise en Marche !,clermont,60600,2,49.3792,2.41681
1603,Comité E.Macron Lille,Lille,59000,4,50.6274,3.09559
1604,ROQUETTES,Roquettes,31120,11,43.4955,1.3777
1605,En Marche Etoile,Paris 16 Passy,75116,17,48.8727,2.29278
1606,En Marche Texas,Houston,,11,29.741,-95.5577
1607,Comité d'ORNANS,Ornans,25290,1,47.104,6.15138
1608,En marche Villeurbanne centre,Villeurbanne,69100,50,45.7649,4.88497
1610,Franc Lyonnais,Cailloux-sur-Fontaines,69270,6,45.8515,4.8758
1611,shenzhen-chine,Shenzhen,,1,22.5431,114.059
1613,En Marche ! Malakoff,Malakoff,92240,20,48.8229,2.30151
1614,Auch En Marche,Auch,32000,8,43.6471,0.58624
1615,Elbe,Hambourg,,13,53.5585,9.79663
1616,CERGY,Cergy,95000,7,49.0436,2.06385
1618,En Marche Laval,Laval,53000,11,48.0577,-0.781074
1622,En-Marche-Charentilly,Charentilly,37390,5,47.4716,0.603333
1624,Paris Liberté,Paris,75009,22,48.8765,2.34689
1625,En-Marche-Sorigny,Sorigny,37250,6,47.2711,0.710993
1626,En-marche-Saint Avertin,Saint Avertin,37750,14,47.3562,0.727149
1627,Le Sénonais En Marche,Sens,89100,10,48.2501,3.3221
1628,Liffré En Marche  !,Liffré,35340,4,48.2162,-1.46183
1630,En-Marche-Joue les tours,Joue Les Tours,37300,14,47.3574,0.693134
1631,En-Marche-Amboise,Amboise,37400,17,47.4099,0.98707
1632,En-Marche-le-Chinonais,Marçay,37500,4,47.0778,0.192055
1633,En-Marche-Château Renault,Château Renault,37110,2,47.594,0.917442
1634,En-Marche-Beaulieu lès Loches,Beaulieu lès Loches,37600,11,47.129,1.01468
1636,En-Marche-Bléré,Courçay,37150,5,47.2498,0.877882
1637,Rennes La Poterie en Marche!,Rennes,35000,11,48.0992,-1.6572
1638,Saint-Etienne,Saint-Étienne,42000,101,45.4373,4.39122
1639,En Marche Paris 5 - Saint-Victor,Paris 05,75005,30,48.8472,2.35227
1641,Paris-Pasteur,Paris 15,75015,18,48.8445,2.31824
1642,Cabriès En Marche,Cabriès,13480,1,43.446,5.38017
1643,En marche Nogent,Nogent-sur-Marne,94130,4,48.8404,2.48395
1644,Murs Erigné / Les Ponts de Cé / Trélazé En Marche,Les ponts de cé,49130,18,47.4049,-0.523964
1647,Comité des Communes du pont du Gard,Saint-Hilaire-d\'Ozilhan,30210,4,43.9673,4.58921
1648,bry en marche,Bry-sur-Marne,94360,21,48.8453,2.51665
1650,Beaugrenelle,Paris 15,75015,27,48.8468,2.28977
1651,En marche Coudekerque,coudekerque branche,59210,3,51.0316,2.40406
1652,venissieux,Saint-Fons,69190,7,45.6958,4.85396
1653,Barraud-Turenne,Bordeaux,33000,10,44.8458,-0.58288
1656,EM 62,Saint-Josse,62170,27,50.4673,1.67096
1657,Plomenmarche,Plomelin,29700,1,47.9333,-4.15
1658,En Marche Daumesnil,Paris,75012,65,48.839,2.39554
1660,En marche lyon 7,Lyon,69007,61,45.7446,4.84968
1662,En Marche-Tarentaise,Aigueblanche,73260,13,45.5169,6.50677
1663,Le blanc mesnil en marche,Le Blanc-Mesnil,93150,5,48.95,2.462
1664,"Comité En Marche Sénart-Seine-Yerres (Draveil, Vigneux-sur-Seine, Montgeron)",Vigneux-sur-Seine,91270,5,48.7,2.4167
1665,Les spinoliens,Épinay-sur-Orge,91360,5,48.6777,2.32318
1667,En Marche - Paris XV Porte de Versailles - Vaugirard,Paris,75015,68,48.8344,2.28854
1669,Agora,Paris 20,75020,21,48.8509,2.4014
1670,Said HAYOUNE,Paris,75018,16,48.8927,2.33557
1671,Rethelois,Neuflize,08300,0,49.4137,4.28883
1672,SORBIERS EN MARCHE,Sorbiers,42290,3,45.4997,4.44185
1673,Côtes d'Armor,Dinan,22100,0,48.4635,-2.04324
1674,EN MARCHE TOURVES,Tourves,83170,13,43.4078,5.9241
1676,En Marche ! Olemps,Olemps,12510,5,44.3422,2.55591
1677,LES MARCHEURS DE CLAYE,Claye-Souilly,77410,1,48.9361,2.68227
1678,Monchat En Marche,Lyon,69003,13,45.7498,4.88957
1680,Forbach,Forbach,57600,32,49.1822,6.89067
1681,THEMA-BATIGNOLLES,Paris 17,75017,1,39.7378,-75.6265
1682,En Marche Clamart,Clamart,92140,8,48.8011,2.26526
1683,En Marche - Saintes 17,Saintes,17100,27,45.7453,-0.6344
1684,La garenne colombes,La Garenne-Colombes,92250,9,48.9092,2.24893
1688,Saint maur,Paris 11,75011,3,48.8597,2.3824
1689,Inventons notre société ensemble !,pantin,93500,35,48.8921,2.40715
1690,En Marche ! Paris 6 Cherche-Midi,Paris ,75006,25,48.848,2.32371
1691,En Marche Agglomération Châlons !,Sarry,51520,33,48.9163,4.4153
1697,Bocconi en Marche !,Milan,,12,45.448,9.18697
1698,Maule,Maule,78580,10,48.9089,1.8483
1699,En marche Vienne 38,vienne,38200,30,45.5261,4.87608
1700,En Marche Vailhauquès,Vailhauquès,34570,5,43.6593,3.72411
1701,Defense - En marche,Cergy,95000,3,48.8856,2.2213
1702,BOIS-COLOMBES EN MARCHE !,BOIS-COLOMBES,92270,0,48.9129,2.27172
1703,Gally Mauldre,Crespières,78121,5,48.8968,1.92048
1704,Joinville en Marche,Joinville-le-Pont,94340,15,48.8229,2.47275
1705,Clermont-Ferrand la glaciere,Clermont-Ferrand,63100,10,45.7935,3.08249
1706,comminges en marche,Aspet,31160,3,43.0147,0.80339
1708,Nice étoile,Nice,06000,5,43.7031,7.2661
1711,LYON 5ème,Lyon 05,69005,44,45.7648,4.82661
1713,En marche Villandry,Villandry,37510,1,47.3168,0.513083
1714,Saint Maixent l'école,Saint-Maixent-l'École,79400,6,46.4132,-0.202066
1715,EN MARCHE FRONTALIERS  LUXEMBOURG,Algrange,57440,2,49.3596,6.04899
1716,bordeaux chartrons,Bordeaux,33300,8,44.8561,-0.568639
1717,La marche de l'Espoir - Saint Germain en Laye,Saint Germain en Laye,78100,14,48.8997,2.08019
1718,En Marche - Strasbourg - Cathédrale,Strasbourg,67000,39,48.5824,7.75509
1719,En Marche Le Calaisis,Calais,62100,24,50.9537,1.84837
1721,Sanary en Marche pour l'Avenir,Sanary sur Mer,83110,20,43.1192,5.8022
1722,"Chantilly, Senlis, sud-est de l'Oise",Chantilly,60500,30,49.1917,2.46395
1723,Comité inactif - Vous inscrire à EnMarche Caluire :),Caluire-et-Cuire,69300,5,45.8019,4.859
1724,En Marche ! Shenzhen,Shenzhen,,2,22.5016,113.908
1725,Poitiers-Ouest,Vouneuil-sous-Biard,86580,5,46.6004,0.296581
1727,En Marche! Bangkok,Bangkok,,21,13.7239,100.539
1728,En marche,Henvic,29670,7,48.5995,-3.93419
1729,Pully,Pully,,3,46.5163,6.66009
1730,Les Olympiades,Paris 13,75013,21,48.8283,2.37138
1731,En Marche Meaux,Meaux,77100,3,48.9551,2.88549
1733,Livré en Marche,Livré la Touche,53400,1,47.8811,-0.9811
1734,Lunéville En Marche !,Lunéville,54300,14,48.5938,6.49264
1735,COURCELLE SUR YVETTE,Gif-sur-Yvette,91190,0,48.7032,2.10102
1736,arrondissement d'Arras,Arras,62000,3,50.286,2.77523
1737,Cenon En Marche!,Cenon,33150,23,44.8555,-0.522108
1739,Berry  en  MARCHE ?,Primelles,18400,1,46.9666,2.27264
1740,L'HAY-LES-ROSES LA VALLEE AUX RENARDS,L\'Haÿ-les-Roses,94240,16,48.7676,2.32367
1742,En Marche Carquefou,Carquefou,44470,15,47.2969,-1.5055
1743,En Marche Laxou,Laxou,54520,6,48.6857,6.13548
1744,Maguelone,villeneuve les maguelone,34750,11,43.5265,3.85952
1745,Montarnaud En Marche,Montarnaud,34570,3,43.6489,3.6989
1746,EN MARCHE-LIBOURNE,Libourne,33500,17,44.9085,-0.23726
1747,Bouchemaine En Marche,Bouchemaine,49080,7,47.4224,-0.6096
1748,MarchEure,ILLIERS L\'EVEQUE,27770 ,3,48.8202,1.26681
1750,EnMarche64,Saint Jean de Luz,64500,1,50.3496,3.40384
1751,Marchons ensemble !,Amiens,80000,1,46.9983,5.01767
1752,SOUCIEU EN-MARCHE,Soucieu-en-Jarrest,69510,9,45.6763,4.71363
1753,2017 en marche,poitiers,86000,2,46.5811,0.3353
1754,"avec EM, construisons l'avenir",Paris 13,75013,2,48.8295,2.35763
1755,En Marche / Toulois,Foug,54570,9,48.6837,5.7869
1756,Comité Local Albi avec Emmanuel MACRON,Albi,81000,52,43.929,2.14762
1757,BOURBONNICHONS EN MARCHE ... allen 2017 !,Bellerive-sur-Allier,03700,4,46.1163,3.4034
1758,En Marche Argentan,Argentan ,61200,10,48.744,-0.02159
1759,Cugnaux,Cugnaux,31270,12,43.5509,1.34467
1760,Barrière du medoc,Bordeaux ,33000 ,4,44.8574,-0.590492
1761,Eaubonne,Eaubonne,95600,11,48.9889,2.28403
1762,En avant,Saint michel chef chef,44730,7,47.1705,-2.12849
1763,TREVOUX EN MARCHE,Trévoux,01600,12,45.9413,4.77808
1764,CALEDONIE,Noumea,98803,5,-22.277,166.441
1765,Reims Centre,Reims,51100,14,49.2556,4.02862
1766,CRUSEILLES,Cruseilles,74350,5,46.0349,6.1079
1767,Comité Local Marcadet,Paris,75018,77,48.889,2.34697
1768,Hoan Quiem,hanoi,,4,21.0252,105.856
1770,En Marche Jyväskylä Finlande,Jyväskylä,,5,62.2166,25.71
1771,EN MARCHE FONTENAY,Fontenay-Tresigny ,77610,3,48.7058,2.86858
1774,Orne en marche,Sarceaux,61200,1,48.7266,-0.038066
1776,"LOIR ET CHER - SUD LOIRE, VAL DE CHER ET SOLOGNE",THESEE,41140,6,47.3249,1.3077
1778,En marche à Evian,evian les bains,74500,13,46.4001,6.596
1779,En Marche sur VGA,Marmande,47200,13,44.4989,0.158651
1780,Comité d'Emmanuel Macron place de la réunion,Mulhouse,68100,23,47.7468,7.34539
1781,Briey Jarny En Marche,Briey,54150,12,49.2486,5.9394
1782,En Marche - Berne,Berne,,10,46.9443,7.47121
1783,NancyCentre,Nancy,54000,103,48.6928,6.1836
1784,La Clape,Vinassan,11110,3,43.2044,3.0746
1785,Comité Porte de Saint-Cloud,Paris 16,75016,57,48.8395,2.26645
1786,En Marche ! Hôpital Saint-Louis,Paris 10,75010,30,48.8758,2.37028
1787,En Marche - Martinique,FORT DE FRANCE,97200,29,14.6072,-61.0676
1788,Drôme Nord - Vercors,Beauregard baret,26300,0,45.0118,5.15361
1790,En Marche Cranves-Sales,Cranves-Sales,74380,12,46.1877,6.29205
1791,Hôtel Dieu,Nantes,44000,42,47.2116,-1.55195
1792,En marche Rungis,Rungis,94150,7,48.7483,2.3497
1793,En Marche Grand Quevilly,Le grand quevilly,76120,7,49.4157,1.04966
1794,Nantes nord,Nantes,44300,18,47.2494,-1.57703
1795,En Marche Le Relecq Kerhuon,Le Relecq-Kerhuon,29480,14,48.4003,-4.42227
1797,Hypercentre,Toulouse,31000 ,26,43.5979,1.44362
1798,Pays de retz en marche,Saint-Étienne-de-Mer-Morte,44270,5,46.9262,-1.74075
1799,Digital Politique,Saint-Victor-sur-Loire,42230,2,45.4366,4.29501
1801,Jura Nord,Louvatange,39350,3,47.1958,5.7172
1802,En Marche Le Touquet,Le Touquet,62520,24,50.5042,1.61811
1803,"Argenteuil, En Marche !",Argenteuil,95100,19,48.9535,2.26581
1805,Vannes,Saint-Avé,56890,26,47.7006,-2.74257
1806,En Marche Mehun-Sur-Yevre,Mehun sur yevre,18500,5,47.1448,2.21819
1807,En Marche - Lyon 3ème,Lyon 03,69003,53,45.7603,4.84816
1808,HEM,Hem,59510,5,50.6568,3.18791
1809,Comité du Vieux Corbeil,Corbeil-Essonnes,91100,24,48.6102,2.48189
1810,Haut Var EM2017,Villecroze,83690,1,43.5619,6.28129
1811,L'EURE EN MARCHE,La Neuve-Grange,27150,3,49.3619,1.5545
1814,En Marche Sud Gironde,Langon,33210,20,44.5567,-0.249224
1815,PARIS XVI avec Macron,Paris 16,75016,88,48.8574,2.28015
1816,Aurillac Cantal En Marche,AURILLAC,15000,25,44.9343,2.45342
1818,En Marche avec Hyères,HYERES,83400,40,43.1236,6.12033
1819,Guipry-Messac En Marche,Saint Malo de Phily,35480,5,47.8471,-1.80228
1820,La Roche sur yon,Saint-Vincent-sur-graon,85540,1,46.626,-1.65736
1821,Lambersart EnMarche!,Lambersart,59130,15,50.6445,3.02593
1822,St Gély En Marche!,Saint-Gély-du-Fesc,34980,26,43.6896,3.80586
1823,En Marche Corse du Sud,Valle di Mezzana,20167 ,9,42.0229,8.8215
1824,Manosque en marche,Manosque,04100,2,43.818,5.81379
1825,En Marche - Pour un meilleur avenir,Marseille,13004,4,43.3011,5.40049
1826,Montrouge En marche,Montrouge,92120,2,48.8204,2.31684
1827,En marche les spinaliens !,Épinal,88000,7,48.1636,6.45865
1828,Nantes Nord Ouest,Nantes,44100,6,47.2305,-1.57766
1835,EM à Bastia,Bastia,20600,2,42.6725,9.43931
1836,En Marche ! Coutances,Coutances,50200,11,49.0476,-1.44606
1837,Comité av de la libération,Longueil-Annel,60150,3,49.4651,2.86029
1838,Ferney-Voltaire,Ferney-Voltaire,01210,18,46.2543,6.09872
1839,En Marche Marseille 12,Marseille,13012,22,43.3032,5.45017
1841,Alliés pour notre avenir,SEUILLET,03260,0,46.2022,3.4722
1844,Autour d'EVRY En Marche,Evry,91000,9,48.6339,2.4442
1845,AGEN EN MARCHE !,Laplume,47310,2,44.1119,0.5311
1847,Alfortville,Alfortville,94140,15,48.8106,2.41875
1848,Clermont Delille-Carmes-St Alyre,Clermont-Ferrand,63000,40,45.7799,3.09125
1849,Comité Le Vésinet En Marche !,Le Vésinet,78110,48,48.8924,2.14381
1850,En Marche Millery,Millery,69390,10,45.6288,4.7833
1851,Epinettes Bessières,Paris 17,75017,91,48.8941,2.32143
1853,Rennes Sud Gare En Marche !,Rennes,35000,18,48.1003,-1.6695
1855,Besançon En Marche !,Besançon,25000,11,47.2492,6.04901
1860,Pays de Montbéliard !,Valentigney,25700,16,47.4623,6.82811
1861,Arcueil En Marche,Arcueil,94110,23,48.8003,2.3298
1862,En Marche - 9ème- Maubeuge Lamartine,Paris ,75009,61,48.8764,2.34113
1863,Bussy St-Georges - Val d'Europe,Bussy Saint-Georges,77600,12,48.8379,2.7106
1864,Algarve,Tavira,,2,37.1295,-7.67005
1869,Saint-Jean-de-Luz,Saint-Jean-de-Luz,64500,35,43.3935,-1.63242
1870,Lille citadelle,Lille,59000,9,50.6361,3.05346
1871,Choisy en Marche 1,Choisy-le-Roi,94600,16,48.7685,2.4187
1872,En Marche - Saint-Lô,Saint-Lô,50000,24,49.1009,-1.08481
1873,Pontault-Combault En Marche !,Pontault-Combault,77340,22,48.8002,2.62268
1874,CHAMBERY 4 SANS ECU,Chambéry,73000,37,45.5666,5.93382
1875,En marche-Istres,Istres,13800,7,43.5015,4.97044
1877,Pontoise En Marche,Pontoise,95300,31,49.0509,2.09696
1878,NOGENT MARCHE,Nogent-sur-Marne,94130,4,48.8383,2.48804
1879,Tarbes En Marche,Ibos,65420,46,43.2361,0.0268275
1880,EN MARCHE LYON 3ème !,Lyon 03,69003,39,45.7595,4.87296
1882,Montelimar Drôme,Bonlieu-sur-Roubion,26160,5,44.5882,4.86558
1883,Ternes-Maillot / Etoile,Paris,75017,62,48.8755,2.29448
1884,DIASPORA,Strasbourg,67000,2,48.5835,7.73613
1885,En marche Baho,Baho,66540,3,42.6982,2.82434
1886,Gard Rhodanien,Bagnols-sur-Cèze,30200,23,44.1634,4.62151
1888,BRIGNAIS-EN-MARCHE,Brignais,69530,9,45.6838,4.75797
1890,En Marche de la Manu !,LYON,69003,68,45.749,4.86167
1892,Luberon-2,menerbes,84560,1,43.8279,5.19986
1893,luberon,menerbes,84560,4,43.8279,5.19986
1895,EN AVANT POUR LE RENOUVEAU,La Tour-du-Pin,38110,6,45.5649,5.44065
1896,Comité du Plessis-Bouchard,Le Plessis-Bouchard,95130,11,48.997,2.2391
1897,EN MARCHE RAMBOUILLET,RAMBOUILLET,78120,36,48.6333,1.82863
1898,Lyon 04 Croix Rousse,Lyon 04,69004,3,45.7755,4.83262
1899,Ris-Orangis En Marche    @RisEnMarche,Ris-Orangis,91130,9,48.6508,2.4067
1900,Apt en marche!,Roussillon,84220,11,43.8774,5.39049
1901,Alès Cévennes,Saint Christol les Alès,30380,4,44.0826,4.0751
1903,MONTMORILLON,Montmorillon,86500,3,46.4187,0.872787
1904,En Marche Meaux,Meaux,77100,17,48.953,2.88492
1905,EDHEC En Marche,Roubaix,59057,19,50.6759,3.16943
1906,Gennevilliers et Villeneuve En Marche,Villeneuve-la-Garenne,92390,11,48.9409,2.33343
1907,Suisse Normande,Croisilles,14220,10,48.99,-0.469446
1908,En Marche Nîmes,Nîmes,30000,16,43.8445,4.35362
1909,Saint-Mandé En Marche !,Saint-Mandé,94160,34,48.8405,2.4175
1910,Sainte-Livrade avec Macron,Sainte-Livrade-sur-Lot,47110,3,44.3937,0.579356
1912,Carcassonne En Marche !,Carcassonne,11000,3,43.2109,2.35251
1914,Je marche à Bagnolet,bagnolet,93170,7,48.8747,2.4304
1915,En marche ouest lyonnais,grezieu,69290,4,45.7444,4.69472
1916,tous unis,montpellier,34070,2,43.6093,3.83607
1917,En Marche Sud Californie,Marina Del Rey,,13,33.982,-118.456
1919,En Marche Fontainebleau !,Fontainebleau,77300,3,48.4125,2.70584
1920,EN MARCHE EN CÔTE VERMEILLE,Banyuls de la Marenda,66650,5,42.4818,3.1283
1927,En avant Puglia,BARI,,1,41.1041,16.9142
1928,En Marche Helsinki,Helsinki,,1,60.1622,24.9294
1929,"Amsterdam, en marche",Amsterdam,,41,52.3458,4.89716
1930,Comité EnMarche  Saint  Maurice,Saint-Maurice,94410,12,48.8142,2.45856
1933,Barcelona,Barcelone,,11,41.3814,2.18361
1934,EMROQ,roquettes,31120,2,43.4975,1.37707
1935,En Marche Pornic,Pornic,44210,15,47.1089,-2.09982
1936,La Madeleine,PARIS,75008,27,48.8722,2.32612
1938,alsace renouveau,Ingersheim,68040,3,48.0947,7.3064
1940,Duterne,Paris 15,75015,1,48.8471,2.2936
1941,Chelles En Marche,Chelles,77500,7,48.8773,2.57863
1942,COLLONGES AU MONT D'OR,Collonges-au-Mont-d'Or,69660,9,45.8216,4.84066
1944,Aube En Marche,Briel-sur-Barse,10140,4,48.2089,4.35664
1945,amiens avec macron,Amiens,80000,39,49.8911,2.29517
1946,le changement,Ploubazlanec,22620,3,48.8036,-3.02894
1947,Wazemmes,Lille,59000,17,50.6245,3.05681
1948,En Marche pour Entreprendre,Besancon,25000,6,47.2137,5.94979
1949,En Marche - Quartier Maurepas,Rennes,35700,5,48.1363,-1.65489
1950,Pré en Pail nord Mayenne,Pré-en-Pail,53140,3,48.4544,-0.243824
1953,Marolles-Plateau Briard,Marolles-en-Brie,94440,11,48.7295,2.54424
1954,Saint Lub en Marche,Saint-Lubin-des-Joncherets,28350,1,48.7605,1.1943
1955,Velizy,Vélizy-Villacoublay,78140,3,48.7837,2.16838
1956,ETAPLES EN MARCHE,Étaples,62630,5,50.5178,1.6406
1957,En Marche Evenos,Évenos,83330,2,43.1705,5.82858
1958,En-Marche-Péronne,Péronne,80200,11,49.9239,2.93045
1959,Les Entrepreneurs et Créateurs Niçois,NICE,06000,12,43.6966,7.25851
1960,pour un renouveau de la politique,Entrelacs/ St Germain La Chambotte,73410,2,45.7779,5.89086
1961,En Marche le boulonnais!,Boulogne-sur-Mer,62200,15,50.7246,1.60711
1962,Mauges sur Loire En Marche,Montjean-sur-Loire,49570,5,47.3883,-0.859319
1963,En Marche Aulnay-sous-Bois,Aulnay-sous-Bois,93600,18,48.9272,2.51189
1964,Les chausseurs,Aubervilliers,93300,4,48.9111,2.3825
1965,En Marche Luxembourg,Luxembourg,,7,49.6392,6.09248
1966,En marche Jumet,Jumet,,1,50.4416,4.41239
1967,Les étudiants En Marche,Besançon,25000,4,47.2372,6.02713
1968,En Marche Montluçon,Montluçon,03100,26,46.3527,2.61168
1969,CHANCAY en marche,Chançay,37210,2,47.4538,0.876496
1970,2017,Paris,75011,13,48.8614,2.37009
1971,Bas des Pentes de la Croix Rousse,Lyon 01,69001,6,45.7688,4.83539
1972,MEM (Miami En Marche),Miami,,12,25.765,-80.1902
1973,En Marche a Sydney,Queenscliff,,5,-33.7822,151.28
1974,En Marche Epinal Chantraine,Chantraine,88000,6,48.1717,6.43756
1975,Montcuq en marche,Fargues,46800,2,44.4269,1.18007
1976,En marche Francheville,Françheville,69340,6,45.7322,4.73598
1977,En Marche Paris 6 Saint-Germain-des-Pres,Paris ,75006,64,48.8519,2.33489
1978,Maroc,Témara,,2,33.9288,-6.94229
1979,En Marche LE HAVRE,Le Havre,76600,88,49.4881,0.107352
1980,Kaslik En Marche,Kaslik,,4,33.9203,35.888
1981,Gonesse,Gonesse,95500,14,48.9869,2.4489
1982,En marche Lons le saunier,Lons-le-Saunier,39000,12,46.6764,5.56123
1983,Challans En Marche,challans,85300,16,46.8436,-1.8749
1987,Alt Winmärik,Strasbourg,67000,5,48.5837,7.74154
1988,En Marche Ivry,Ivry sur Seine,94200,34,48.8112,2.3839
1989,Morhange En Marche !,Morhange,57340,4,48.9255,6.64674
1990,Comité de La Celle Saint Cloud,La Celle-Saint-Cloud,78170,12,48.8478,2.14734
1991,Créer l'avenir,Villefranche de Rouergue,12200,6,44.3469,2.03694
1992,Debout et en Marche!,Basse Terre,97100,1,20.0056,-72.7157
1993,Sas philotee,Poulx,30320,1,43.9007,4.42571
1994,#lafrancequicrée,Châtillon,92320,2,48.8097,2.29865
1995,Alès Agglo En Marche,Alès,30100,17,44.1269,4.08858
1996,Champerret Berthier,Paris 17,75017,3,48.8871,2.29578
1997,Comité de Briec,BRIEC,29510,1,48.1017,-4.0017
1998,Ste Rose en marche,Sainte-Rose,97115,1,16.1537,-61.6693
1999,Polynésie en marche,ARUE,98701,10,-17.5311,-149.518
2000,En marche 87,Limoges,87000,15,45.8302,1.25812
2001,EnMarche-Antony,Antony,92160,43,48.7509,2.29776
2004,EM Marseille centre,Marseille 03,13003,1,43.3129,5.37054
2005,Fontenay-aux-Roses  En Marche,Fontenay-aux-Roses,92260,3,48.7884,2.29888
2006,Wissous - En Marche,Wissous,91320,11,48.731,2.3307
2008,Toulouse Sud Est Lauragais,Baziege,31450,7,43.4558,1.60583
2009,EN MARCHE VESOUL,VESOUL,70000,18,47.6153,6.15919
2010,ORLEANS EN MARCHE,Orléans,45100,9,47.8942,1.90838
2011,En Marche la Nièvre,MAGNY COURS,58470,4,46.8819,3.14989
2012,Coeur d'hérault,CLERMONT L\'HERAULT,34800,11,43.6247,3.43769
2013,paris disot,Paris 14,75014,1,48.8321,2.32423
2014,LGM en Marche avec E.Macron,La Grande-Motte,34280,3,43.5612,4.09017
2015,Genas en marche,Genas,69740,6,45.7392,5.01216
2016,BIARRITZ (et ses voisins...),Biarritz,64200,38,43.4796,-1.5592
2017,BLESLE en marche,BLESLE,43450,2,45.3183,3.17097
2021,EnMarche,schoeneck,57350,2,49.2076,6.92734
2022,Dijon-République En Marche,Dijon,21000,58,47.3263,5.0443
2023,Henin Beaumont en marche,Hénin-Beaumont,62110,13,50.4136,2.9648
2025,NEVERS,Nevers,58000,10,46.9918,3.16522
2026,En Marche Lille Fives,Lille,59800,0,50.6325,3.0864
2027,Pierre de Bretagne,Le Fresne-sur-Loire,49123,4,47.4001,-0.92728
2028,Val-de-Saône Métropole de Lyon,Saint-Germain-au-Mont-d'Or,69650,34,45.89,4.80017
2029,Caen,Caen,14000 ,13,49.1822,-0.3706
2030,Figeac en marche,Figeac,46100,12,44.6086,2.0317
2031,Evreux avec Emmanuel Marcon,Evreux ,27000,4,49.0218,1.14865
2032,En Marche Bastille,Paris 12,75012,72,48.8516,2.36967
2033,En marche pour une France unie,La Garde-Adhémar,26700,2,44.3928,4.7542
2034,Saint-Malo,Saint-Malo,35400,58,48.6487,-1.99454
2035,Comité Ternes-Maillot / Poncelet,Paris,75017,30,48.8806,2.29641
2036,EN MARCHE SXM,Saint Martin,97150,1,16.1537,-61.6693
2038,En Marche! Carcassonne,Carcassonne,11000,20,43.2134,2.34034
2039,Frontignan,Frontignan,34110,5,43.4459,3.75409
2040,en marche à louhans,le fay,71580,8,46.6673,5.3297
2041,En Marche en Déodatie,Saint-Dié-des-Vosges,88100,22,48.2924,6.94805
2042,Château-Thierry avec MACRON,Chateau Thierry,02400,18,49.0458,3.40042
2044,Tresboeuf En Marche !,Tresboeuf,35320,4,47.8923,-1.53588
2045,EN MARCHE LES ANDELYS,LES ANDELYS,27700,5,49.2501,1.44188
2046,Charlieu,Charlieu,42190,3,46.1584,4.1711
2047,les barthes,Maurs,15600,3,44.705,2.20572
2049,En Marche - Vallée de l'Oise,Bruyeres sur Oise,95820,7,49.1581,2.3383
2050,Comité En Marche PAU,Pau,64000,82,43.2998,-0.368289
2051,En Marche - Cholet Mauges,Cholet,49300,3,47.0677,-0.881443
2052,Run en marche,St Gilles les bains ,97434,1,50.4095,1.59215
2053,Longjumeau,Longjumeau,91160,3,48.6957,2.29071
2055,La jeunesse en marche,Paris 16,75016,2,48.8396,2.26147
2056,EN MARCHE Gréoux,Gréoux-les-Bains,04800,1,43.7592,5.88411
2057,EN MARCHE PERCY,Percy,50410,4,48.9272,-1.18198
2058,BILLON,LYON,69002,5,45.7548,4.82976
2059,Chalindrey,Le Pailly,52600,1,47.7906,5.41393
2060,Lecousse En Marche,Lécousse,35133,1,48.3675,-1.21656
2062,En marche la Manche,Saussemesnil,50700,3,49.5794,-1.50899
2063,En Marche Saint Paul,Paris,75004,11,48.8564,2.35831
2064,Saint-Quentin,SAINT-QUENTIN,02100,1,49.846,3.28023
2066,En marche - Toronto,Toronto,,13,43.6713,-79.3809
